Hora final,Nome,Duração (s),Categoria,Observação,STATUS,Coordenadas S,Coordenadas W,Coordenadas S.1,Coordenadas W.1,Identificação,Coordenadas Inicial,Coordenadas Final
10:26:38,041221 10.26 Inf ff,250.0,INF,gps inicial 12m de erro,Transcrito,-7.520388888888889,-34.96608333333334,-7.520388888888889,-34.96622222222223,,POINT (283052.1482776667 9168235.989600167),POINT (283036.81670476124 9168235.92071509)
,,,FF,,Transcrito,,,-7.520388888888889,-34.96622222222223,,POINT EMPTY,POINT (283036.81670476124 9168235.92071509)
10:46:04,041221 10.46 MA Barba branca,862.0,MA,,Transcrito,-7.520527777777778,-34.96641666666667,-7.520611111111111,-34.96655555555556,Barba branca,POINT (283015.4215360418 9168220.461435674),POINT (283000.13138984336 9168211.174837595)
‏‎10:55:14,041221 10.55 FA,236.0,FA,,Transcrito,-7.5205,-34.96661111111111,-7.520472222222222,-34.96658333333334,,POINT (282993.94352774235 9168223.437543856),POINT (282996.9960340261 9168226.523890916)
‏‎11:01:36,041221 11.01 J2,310.0,J2,j2 grande ou j3 pequeno,Transcrito,-7.520388888888889,-34.96652777777778,-7.520194444444444,-34.96647222222222,,POINT (283003.0872400035 9168235.769150756),POINT (283009.1232201973 9168257.304675179)
‏‎12:08:12,041221 12.08 J1,884.0,J1,na borda,Transcrito,-7.519638888888889,-34.96538888888889,-7.519972222222222,-34.965138888888895,,POINT (283128.43354938633 9168319.29319471),POINT (283156.1959766826 9168282.546350932)
,041221 12.37 J2_FF inf JF,60.0,J2,,Transcrito,-7.519972222222222,-34.965138888888895,,,,POINT (283156.1959766826 9168282.546350932),POINT EMPTY
‏‎12:37:02,041221 12.37 J2_FF inf JF,1549.0,FF,,Transcrito,-7.52,-34.96508333333334,-7.520611111111111,-34.96497222222222,,POINT (283162.3424048311 9168279.501324866),POINT (283174.9111922692 9168211.959994517)
,,,INF,,Transcrito,-7.52,-34.96508333333334,-7.520611111111111,-34.96497222222222,,POINT (283162.3424048311 9168279.501324866),POINT (283174.9111922692 9168211.959994517)
,,,JF,,Transcrito,-7.52,-34.96508333333334,-7.520611111111111,-34.96497222222222,,POINT (283162.3424048311 9168279.501324866),POINT (283174.9111922692 9168211.959994517)
,,,JF,,Transcrito,-7.52,-34.96508333333334,-7.520611111111111,-34.96497222222222,,POINT (283162.3424048311 9168279.501324866),POINT (283174.9111922692 9168211.959994517)
‏‎12:59:12,041221 12.59 JF FF,1140.0,JF,mesmo JF q antes,Transcrito,-7.520611111111111,-34.96497222222222,-7.521694444444444,-34.963972222222225,,POINT (283174.9111922692 9168211.959994517),POINT (283285.8362079676 9168092.625633327)
,041221 12.59 JF FF,120.0,FF,,Transcrito,,,,,,POINT EMPTY,POINT EMPTY
,041221 14.45 J1 FF,480.0,J1,,Transcrito,-7.525666666666667,-34.96447222222223,-7.526666666666666,-34.96405555555556,,POINT (283232.61607058486 9167653.001291139),POINT (283279.10701348307 9167542.595624486)
‏‎14:45:58,041221 14.45 J1 FF,554.0,FF, ,Transcrito,,,-7.526666666666666,-34.96405555555556,,POINT EMPTY,POINT (283279.10701348307 9167542.595624486)
08:36:40,041321 08.36 Inf,1004.0,INF,"2 inf perto um do outro, estão em um visgueiro alto com a copa espalhada, no meio de um emaranhado",Transcrito,-7.520527777777778,-34.96538888888889,-7.520527777777778,-34.96538888888889,,POINT (283128.8751228701 9168220.971129501),POINT (283128.8751228701 9168220.971129501)
08:46:16,041321 08.46 FA,213.0,FA,fezes 0843,Transcrito,-7.520333333333333,-34.96541666666667,-7.520333333333333,-34.96541666666667,,POINT (283125.71221060166 9168242.465309914),POINT (283125.71221060166 9168242.465309914)
09:45:04,041321 09.45 J1,738.0,J1,,Transcrito,-7.519083333333334,-34.965611111111116,-7.519,-34.96552777777778,,POINT (283103.6270115257 9168380.634322912),POINT (283112.78458495357 9168389.893328637)
10:16:24,041321 10.16 FA,629.0,FA,,Transcrito,-7.519111111111111,-34.965500000000006,-7.519111111111111,-34.965500000000006,,POINT (283115.9061004725 9168377.616840243),POINT (283115.9061004725 9168377.616840243)
09:07:02,041321 09.07 J3,506.0,J3,"GPS no áudio, final é o msm q começou",Transcrito,-7.5199444444444445,-34.965833333333336,-7.5199444444444445,-34.965833333333336,,POINT (283079.5242665706 9168285.274626512),POINT (283079.5242665706 9168285.274626512)
10:36:46,041321 10.36 J1,1102.0,J1,J1 com FA e SAD,Transcrito,-7.519111111111111,-34.965500000000006,-7.519,-34.96555555555556,,POINT (283115.9061004725 9168377.616840243),POINT (283109.71826169407 9168389.879558397)
10:43:00,041321 10.43 FF,346.0,FF,,Transcrito,-7.519111111111111,-34.96563888888889,-7.519333333333333,-34.96563888888889,,POINT (283100.57448783435 9168377.547987074),POINT (283100.6848827011 9168352.967468042)
10:44:00,041321 10.44 FF,58.0,FF,Rápido,Transcrito,-7.519333333333333,-34.96563888888889,-7.519333333333333,-34.96563888888889,,POINT (283100.6848827011 9168352.967468042),POINT (283100.6848827011 9168352.967468042)
11:12:06,041321 11.12 FA,348.0,FA,,Transcrito,-7.520277777777777,-34.96511111111111,-7.520277777777777,-34.96511111111111,,POINT (283159.41406258644 9168248.76191548),POINT (283159.41406258644 9168248.76191548)
11:15:10,041321 11.15 FF,92.0,FF,Rápido,Transcrito,-7.520388888888889,-34.96511111111111,-7.520388888888889,-34.96511111111111,,POINT (283159.46925328026 9168236.471659195),POINT (283159.46925328026 9168236.471659195)
10:58:28,041321 10.58 J2,658.0,J2,,Transcrito,,,-7.519694444444444,-34.965250000000005,,POINT EMPTY,POINT (283143.7927360983 9168313.216915349)
11:29:46,041321 11.29 SAD,812.0,SUB,,Transcrito,-7.520722222222222,-34.96511111111111,-7.521277777777778,-34.96463888888889,,POINT (283159.6348302277 9168199.600890007),POINT (283212.03801080456 9168138.383690715)
11:54:14,041321 11.54 FG,538.0,FG,começa na borda do suvacão,Transcrito,,,-7.521361111111111,-34.96336111111111,,POINT EMPTY,POINT (283353.1293785636 9168129.799128095)
12:07:04,041321 12.07 J1,284.0,J1,,Transcrito,-7.521194444444444,-34.963055555555556,-7.521361111111111,-34.962944444444446,,POINT (283386.77599630126 9168148.385830062),POINT (283399.12391436374 9168130.005493456)
08:49:54,041521 08.49 FF 1,250.0,FF,,Transcrito,-7.519472222222222,-34.965583333333335,-7.519361111111111,-34.965944444444446,,POINT (283106.88652126445 9168337.632186681),POINT (283066.9691494603 9168349.743404098)
08:55:42,041521 08.55 FF 2,138.0,FF,gps com 12 m de erro; eu morrendo no audio,Transcrito,,,-7.519,-34.96602777777778,,POINT EMPTY,POINT (283057.5907586898 9168389.645434486)
11:39:56,041521 11.39 FF 3,238.0,FF,,Transcrito,,,-7.525416666666667,-34.963861111111115,,POINT EMPTY,POINT (283299.9499108392 9167680.957348624)
09:44:04,041521 09.44 J3 1,204.0,J3,Xingamentos;começando a chover,Transcrito,-7.518527777777778,-34.96630555555556,-7.518611111111111,-34.96613888888889,,POINT (283026.6928603471 9168441.74131048),POINT (283045.13223217684 9168432.606258431)
‏‎08:43:28,041521 08.43 FA 1,624.0,FA,Cordenada com 23m de erro,Transcrito,,,-7.519472222222222,-34.965583333333335,,POINT EMPTY,POINT (283106.88652126445 9168337.632186681)
‏‎11:54:12,041521 11.54 FF 4 rap,80.0,FF,- d 1m,Transcrito,-7.5264444444444445,-34.96372222222222,-7.5264444444444445,-34.96372222222222,,POINT (283315.79181578365 9167567.34139146),POINT (283315.79181578365 9167567.34139146)
11:31:40,041521 11.31 FG 1 rap,95.0,FG,Fg antes de 1 min,Transcrito,-7.525416666666667,-34.964111111111116,-7.525416666666667,-34.964111111111116,,POINT (283272.35343285976 9167680.83341149),POINT (283272.35343285976 9167680.83341149)
12:02:20,041521 12.02 FG 2,221.0,FG,"É FG, não FA; fezes as 11:58",Transcrito,,,-7.526722222222222,-34.96355555555556,,POINT EMPTY,POINT (283334.3274018946 9167536.69839199)
09:31:10,041521 09.32 J1 1,518.0,J1,"É J1, não J2; gps final 8m de erro",Transcrito,-7.518638888888889,-34.96627777777778,-7.518527777777778,-34.96630555555556,,POINT (283029.8143990105 9168429.464821365),POINT (283026.6928603471 9168441.74131048)
08:59:00,041521 08.59 MA 1,127.0,MA,Fezes,Transcrito,-7.519,-34.965944444444446,-7.519,-34.965944444444446,,POINT (283066.7897308504 9168389.686754566),POINT (283066.7897308504 9168389.686754566)
08:15:14,041921 08.15 FA 1,676.0,FA,,Transcrito,-7.5215,-34.965472222222225,-7.521083333333333,-34.96566666666667,,POINT (283120.159236884 9168113.390044866),POINT (283098.48804686486 9168159.382098265)
08:54:40,041921 08.54 J3 2,562.0,J3,gps inicial msm q anterior; grande quase sad,Transcrito,-7.520583333333334,-34.965805555555555,-7.520333333333333,-34.965805555555555,,POINT (283082.90803962166 9168214.619398365),POINT (283082.7838145383 9168242.27248633)
09:35:46,041921 09.35 J2 1 sup rap,66.0,J2,curto fezes,Transcrito,-7.519666666666667,-34.965333333333334,-7.519666666666667,-34.965333333333334,,POINT (283134.5799842676 9168316.248170555),POINT (283134.5799842676 9168316.248170555)
10:45:00,041921 10.45 J1 3 -FF,195.0,J1,j1 rap mas no fim vira ff. O j1 é o que foi rejeitado por j3 há uns 2 ou 3 min. Atrás. Mt ap e af no audio apesar de curto,Transcrito,-7.520305555555556,-34.96475,-7.520305555555556,-34.96475,,POINT (283199.2899289876 9168245.868339127),POINT (283199.2899289876 9168245.868339127)
12:11:22,041921 12.11 FF 2,137.0,FF,q ameaçou a gente com um ma,Transcrito,-7.523861111111111,-34.964194444444445,-7.523861111111111,-34.964194444444445,,POINT (283262.381857637 9167852.855621537),POINT (283262.381857637 9167852.855621537)
12:33:22,041921 12.33 J1 4,555.0,J1,j1 mamando,Transcrito,-7.52525,-34.96388888888889,-7.525416666666667,-34.96377777777778,,POINT (283296.8008465483 9167699.378953626),POINT (283309.1487359406 9167680.99865749)
13:10:32,041921 13.10 J2 3,403.0,J2,J3 novo ou 2 velho,Transcrito,-7.526138888888889,-34.96280555555556,-7.526472222222222,-34.96266666666667,,POINT (283416.82690496865 9167601.593888322),POINT (283432.3237413854 9167564.79197957)
14:33:58,041921 14.33 MF FF,1626.0,MF,"ito gravou algumas partes no celular, macho talvez barba negra, infante pequeno, maioria das coisas aconteceu na borda",Transcrito,-7.529277777777778,-34.96161111111111,-7.530194444444445,-34.96091666666667,,POINT (283550.2342619869 9167254.986414775),POINT (283627.34525868885 9167153.935973495)
14:39:32,041921 14.39 J2 4,231.0,J2, ,Transcrito,,,-7.530305555555556,-34.96077777777778,,POINT EMPTY,POINT (283642.73158011946 9167141.71452963)
14:43:50,041921 14.43 J1 1,214.0,J1,,Transcrito,-7.530305555555556,-34.96077777777778,-7.5304166666666665,-34.96052777777778,,POINT (283642.73158011946 9167141.71452963),POINT (283670.38282951876 9167129.548106052)
15:05:18,041921 15.05 J1 6,286.0,J1,pedindo amamentação,Transcrito,-7.53025,-34.96016666666667,-7.530305555555556,-34.95997222222223,,POINT (283710.16118023254 9167148.162248842),POINT (283731.6523796752 9167142.113399908)
15:07:58,041921 15.07 FF 3,123.0,FF,só prim8 scan ,Transcrito,-7.530388888888889,-34.95975,-7.530388888888889,-34.95975,,POINT (283756.2235826388 9167133.005736997),POINT (283756.2235826388 9167133.005736997)
‏‎08:42:56,041921 08.42 J3 1,884.0,J3,,Transcrito,-7.521083333333333,-34.96566666666667,-7.520583333333334,-34.965805555555555,,POINT (283098.48804686486 9168159.382098265),POINT (283082.90803962166 9168214.619398365)
‏‎09:08:54,041921 09.08 J1 6,603.0,J1,"É J1, não J2 ",Transcrito,-7.520472222222222,-34.96591666666667,-7.520416666666667,-34.966,,POINT (283070.58757406997 9168226.854559248),POINT (283061.3610248685 9168232.958363201)
‏‎09:17:40,041921 09.17 MA 1 rap,158.0,MA,rap,Transcrito,-7.520305555555556,-34.96602777777778,-7.52,-34.96611111111111,,POINT (283058.23949403944 9168245.234849973),POINT (283048.8887008175 9168278.991745355)
‏‎09:51:18,041921 09.51 J2 2,527.0,J2,,Transcrito,-7.519666666666667,-34.965333333333334,-7.519583333333333,-34.965333333333334,,POINT (283134.5799842676 9168316.248170555),POINT (283134.5385904352 9168325.465863701)
‏‎10:24:30,041921 10.24 SUB 1,578.0,SUB,,Transcrito,-7.519861111111111,-34.96511111111111,-7.519916666666667,-34.96502777777778,,POINT (283159.2071047075 9168294.850376068),POINT (283168.4336463385 9168288.746553728)
‏‎10:28:38,041921 10.28 J1 2 rap,113.0,J1,"rap, peq quase infe",Transcrito,-7.5199444444444445,-34.96502777777778,-7.5199444444444445,-34.96516666666667,,POINT (283168.44744269084 9168285.673989857),POINT (283153.1158635768 9168285.605145808)
‏‎10:40:50,041921 10.40 MA J1 J1,279.0,MA,"MA prim 4.3m dep j1 dep outro j1 brevemente no ultm vai ter que fazer 2 obs no boris pros j1 eu acho, boris file name 041921 10.40 MA 2 J1 2.1  J1 2.2",Transcrito,-7.5199444444444445,-34.96502777777778,-7.520083333333333,-34.965,,POINT (283168.44744269084 9168285.673989857),POINT (283171.58273990866 9168270.324938914)
,041921 10.40 MA J1 J1,360.0,J1,,Transcrito,-7.520083333333333,-34.965,-7.520138888888889,-34.96477777777778,,POINT (283171.58273990866 9168270.324938914),POINT (283196.1408455458 9168264.289952781)
‏‎11:02:12,041921 11.02 FF 4 sup rap,78.0,FF,só scan inicial,Transcrito,-7.520722222222222,-34.964222222222226,-7.520722222222222,-34.964222222222226,,POINT (283257.7567368707 9168200.041439705),POINT (283257.7567368707 9168200.041439705)
‏‎14:05:58,041921 14.05 FF 1,404.0,FF,tem FG focal rap,Transcrito,-7.5296111111111115,-34.96172222222223,-7.529277777777778,-34.96161111111111,,POINT (283538.1347711057 9167218.06065954),POINT (283550.2342619869 9167254.986414775)
‏‎14:59:28,041921 14.59 J2 5,345.0,J2,SC ma não j1 fa ,Transcrito,-7.530444444444444,-34.96038888888889,-7.53025,-34.96016666666667,,POINT (283685.72778151697 9167126.54432383),POINT (283710.16118023254 9167148.162248842)
 ‏‎08:53:14,042021 08.53 FA  1,392.0,FA,certeza q tem mais audios acho q só nao foi copiado... Gps inicial 57m de erro...,Transcrito,-7.5183333333333335,-34.96702777777778,-7.5183333333333335,-34.967111111111116,,POINT (282946.8716632216 9168462.891071774),POINT (282937.67267118796 9168462.849732464)
,,,,,,,,,,,POINT EMPTY,POINT EMPTY
,,,,,,,,,,,POINT EMPTY,POINT EMPTY
,,0.0,,,,,,,,,POINT EMPTY,POINT EMPTY
14:49:06,042421 14.49 FF 1,486.0,FF,,Transcrito,-7.528833333333333,-34.96172222222223,-7.529166666666667,-34.96158333333334,,POINT (283537.74865042267 9167304.09231466),POINT (283553.2453496853 9167267.290411133)
‏‎11:04:36,042421 11.04 FF 2,289.0,FF,começa em 50s antes comeca com ma,Transcrito,-7.52,-34.96169444444445,-7.520111111111111,-34.96183333333334,,POINT (283536.4325156767 9168281.179668618),POINT (283521.15606467915 9168268.820708364)
13:50:52,042421 13.50 FF  FJ1,706.0,FF,"dep outra ff j1 rejeitando transporte. Gravei uma parte da fj1 com filmadora. Melhor transcrever com video, mts pausas e má dicção no audio...",Transcrevendo,-7.526972222222222,-34.96161111111111,-7.527027777777778,-34.96183333333334,,POINT (283549.0899207927 9167510.008793317),POINT (283524.5874115685 9167503.753613917)
11:14:24,042421 11.14 FF 4,456.0,FF,prob msm q antes; depois inf,Transcrito,-7.520444444444444,-34.96172222222223,-7.520472222222222,-34.96191666666667,,POINT (283533.58658437594 9168232.004995486),POINT (283512.13621459436 9168228.836210268)
09:26:52,042421 09.26 FG 1,869.0,FG,,Transcrito,-7.519694444444444,-34.96208333333334,-7.520138888888889,-34.96191666666667,,POINT (283493.35264938604 9168314.785363818),POINT (283511.97091279266 9168265.706910567)
10:34:18,042421 10.34 INF FF,313.0,INF,ff n fim,Transcrito,-7.520583333333334,-34.9615,-7.520583333333334,-34.96152777777778,,POINT (283558.1858960679 9168216.75216912),POINT (283555.1195911309 9168216.738424323)
11:44:58,042421 11.44 INF FF,352.0,INF,INF ou j1 ff ,Transcrito,-7.521583333333333,-34.96308333333334,-7.521888888888888,-34.96327777777778,,POINT (283383.90268754197 9168105.356225185),POINT (283362.5902420995 9168071.461746573)
‏‎09:52:58,042421 09.52 J2 rap,110.0,J2,,Transcrito,-7.5205,-34.96175,-7.5205,-34.96175,,POINT (283530.54782662843 9168225.846133217),POINT (283530.54782662843 9168225.846133217)
13:12:36,042421 13.12 J2 ,745.0,J2,amo ,Transcrito,-7.528388888888889,-34.962472222222225,-7.526222222222223,-34.96233333333333,,POINT (283454.7392498922 9167352.881662797),POINT (283468.99482256884 9167592.610165056)
‏‎12:57:58,042421 12.57 J2 ,280.0,J2,amorosa,Transcrito,-7.52625,-34.962250000000004,-7.526194444444444,-34.962472222222225,,POINT (283478.2074107838 9167589.578886354),POINT (283453.649698573 9167595.613919595)
‏‎14:39:00,042421 14.39 J2 ,389.0,J2,cupiuba,Transcrito,-7.528277777777777,-34.96202777777778,-7.528388888888889,-34.96197222222222,,POINT (283503.7441085845 9167365.392123464),POINT (283509.93177253637 9167353.12940957)
10:13:02,042421 10.13 J2,947.0,J2,"É J2, não J1",Transcrito,-7.520583333333334,-34.96161111111111,-7.520472222222222,-34.96161111111111,,POINT (283545.920676023 9168216.69718877),POINT (283545.8655824015 9168228.98742013)
‏‎12:29:12,042421 12.29 JF,242.0,JF,,Transcrito,-7.524972222222222,-34.963750000000005,-7.525277777777777,-34.963750000000005,,POINT (283311.9942594813 9167730.173422515),POINT (283312.1460246711 9167696.375238)
‏‎14:28:30,042421 14.28 JF ,256.0,JF,all the way ,Transcrito,-7.527333333333333,-34.96172222222223,-7.527666666666667,-34.96208333333334,,POINT (283537.00410112983 9167470.010499086),POINT (283497.30821870785 9167432.960910028)
‏‎09:11:06,042421 09.11 MA 1,678.0,MA,na borda no inicio,Transcrito,-7.519666666666667,-34.96233333333333,-7.519694444444444,-34.96208333333334,,POINT (283465.74206059304 9168317.7341901),POINT (283493.35264938604 9168314.785363818)
12:35:50,042421 12.35 MA 2,290.0,MA,,Transcrito,-7.525083333333333,-34.96369444444445,-7.525194444444445,-34.96338888888889,,POINT (283318.18200052786 9167717.910710335),POINT (283351.96622353443 9167705.771901814)
14:15:20,042421 14.15 MA J2 J1 tem video,1209.0,MA,"c j2 dep j1 tem vídeo q começa com j2 fazend sct de cana com ma, transcrevi só metade, do meio pro fim q tem video não narrei mt bem, entao transcrevi só 15 min",Transcrito,-7.527222222222222,-34.96194444444445,-7.527222222222222,-34.96205555555556,,POINT (283512.41888495686 9167482.190663427),POINT (283500.15384864685 9167482.13562317)
10:22:12,042421 10.22 SUB rap,163.0,SUB,,Transcrito,-7.520361111111111,-34.9615,-7.520277777777777,-34.96136111111112,,POINT (283558.0757158878 9168241.332630198),POINT (283573.3659338455 9168250.619021365)
10:40:52,042521 10.40 FA rap,158.0,FA,,Transcrito,-7.526555555555555,-34.961111111111116,-7.526555555555555,-34.961111111111116,,POINT (283604.0758767233 9167556.344751384),POINT (283604.0758767233 9167556.344751384)
‏‎09:01:40,042521 09.01 FA sup rap,65.0,FA,"curto, só scan",Transcrito,-7.5208055555555555,-34.96291666666667,-7.5208055555555555,-34.96291666666667,,POINT (283401.9145443009 9168191.470454402),POINT (283401.9145443009 9168191.470454402)
10:23:52,042521 10.23 FA rap,138.0,FA,gps no começo do audio,Transcrito,-7.526305555555555,-34.961000000000006,-7.526305555555555,-34.961000000000006,,POINT (283616.21690638806 9167584.052777631),POINT (283616.21690638806 9167584.052777631)
08:43:04,042521 08.43 FF ,324.0,FF,,Transcrito,-7.520583333333334,-34.96441666666667,-7.520861111111111,-34.96369444444445,,POINT (283236.22360727686 9168215.307900868),POINT (283316.0855376391 9168184.940113623)
09:36:10,042521 09.36 FF ,220.0,FF,,Transcrito,-7.521805555555556,-34.96222222222222,-7.522027777777778,-34.962250000000004,,POINT (283479.0682240623 9168081.20214447),POINT (283476.11216988164 9168056.607919203)
‏‎12:11:10,042521 12.11 FF inf FF,1530.0,FF,"inf ff, mat ap e af, gps ionde último terminou",Transcrito,-7.528472222222222,-34.96194444444445,-7.52925,-34.96194444444445,,POINT (283513.03939376597 9167343.925493194),POINT (283513.4255398534 9167257.89382821)
‏‎11:45:06,042521 11.45 J1 FF,1611.0,J1,"ama dep ff 5m, mudo focal para jf; pt final j1 mamando 073140.1 0345743.9 , 042521 11.45 J1 JF inf FF tab name in brois",Transcrito,-7.527472222222222,-34.96208333333334,-7.528472222222222,-34.96194444444445,,POINT (283497.21169181156 9167454.468826894),POINT (283513.03939376597 9167343.925493194)
‏‎09:49:18,042521 09.49 J1 FF rap,125.0,J1,ff rap ,Transcrito,-7.52325,-34.962250000000004,-7.523083333333333,-34.962361111111115,,POINT (283476.71856673004 9167921.415312573),POINT (283464.3707154513 9167939.79564914)
10:05:36,042521 10.05 J1 ,353.0,J1,"É J1, não J2, mas grande, ama",Transcrito,-7.524166666666667,-34.96244444444445,-7.524416666666666,-34.962472222222225,,POINT (283455.7094602189 9167819.924553925),POINT (283452.76725571346 9167792.257757517)
11:14:38,042521 11.14 J2 ,763.0,J2,"j2 grande ou j3 pequeno,",Transcrito,-7.526972222222222,-34.962,-7.527,-34.962,,POINT (283506.1622739155 9167509.816177795),POINT (283506.17606182257 9167506.743618464)
09:07:30,042521 09.07 J3 ,308.0,J3,,Transcrito,-7.520722222222222,-34.962833333333336,-7.520694444444445,-34.96266666666667,,POINT (283411.072114398 9168200.729398802),POINT (283429.4561702178 9168203.884480877)
08:54:34,042521 08.54 MA ,451.0,MA,,Transcrito,-7.5208055555555555,-34.96352777777778,-7.5208055555555555,-34.96291666666667,,POINT (283334.45580307895 9168191.16779632),POINT (283401.9145443009 9168191.470454402)
10:36:44,042521 10.36 MA,691.0,MA,,Transcrito,-7.5264444444444445,-34.961000000000006,-7.526555555555555,-34.961111111111116,,POINT (283616.28580515436 9167568.689990278),POINT (283604.0758767233 9167556.344751384)
10:16:28,042521 10.16 MA sup rap,89.0,MA,,Transcrito,-7.525722222222222,-34.96158333333334,-7.525888888888889,-34.96161111111111,,POINT (283551.5359094788 9167648.287682988),POINT (283548.5523386705 9167629.838577485)
09:13:14,042521 09.13 MA rap,176.0,MA,,Transcrito,-7.52075,-34.96297222222223,-7.521111111111111,-34.96280555555556,,POINT (283395.75436557963 9168197.588064536),POINT (283414.33137592534 9168157.727312708)
10:55:20,042521 10.55 SUB,379.0,SUB,,Transcrito,-7.526888888888889,-34.96222222222222,-7.526944444444444,-34.962138888888894,,POINT (283481.590817518 9167518.923773771),POINT (283490.81718027283 9167512.819936842)
09:43:26,042621 09.43 FA J1,223.0,FA,dep 148s j1 ama,Transcrito,-7.517222222222222,-34.96758333333334,-7.517055555555555,-34.967416666666665,,POINT (282884.9926253676 9168585.518170506),POINT (282903.3078125931 9168604.036262147)
10:00:26,042621 10.00 FF,896.0,FF,inf desce várias vezes,Transcrito,-7.516944444444444,-34.96758333333334,-7.517222222222222,-34.96761111111111,,POINT (282884.8545340906 9168616.24385147),POINT (282881.92628593254 9168585.50438902)
11:51:04,042621 11.51 INF 1,247.0,INF,,Transcrito,-7.527055555555555,-34.96427777777778,-7.5271944444444445,-34.96438888888889,,POINT (283254.7701307017 9167499.46954271),POINT (283242.5740979584 9167484.051619973)
‏‎11:42:58,042621 11.42 J2 1,331.0,J2,,Transcrito,-7.526916666666667,-34.964305555555555,-7.526916666666667,-34.964305555555555,,POINT (283251.6348456609 9167514.818584098),POINT (283251.6348456609 9167514.818584098)
‏‎13:08:30,042621 13.08 J2 2,379.0,J2,,Transcrito,-7.528694444444445,-34.96188888888889,-7.529,-34.96172222222223,,POINT (283519.28221429395 9167319.372541973),POINT (283537.83138722955 9167285.65696022)
12:07:28,042621 12.07 J3 rap,174.0,J3,,Transcrito,-7.528222222222222,-34.96372222222222,-7.528194444444444,-34.96355555555556,,POINT (283316.67505844467 9167370.697394568),POINT (283335.0587871028 9167373.85259704)
‏‎13:51:36,042621 13.51 MA JF Inf FF,344.0,MA,,Transcrito,-7.529,-34.96172222222223,-7.529083333333333,-34.96169444444445,,POINT (283537.83138722955 9167285.65696022),POINT (283540.939001768 9167276.45304429)
‏‎13:51:36,042621 13.51 MA JF Inf FF,2204.0,JF,"até 5m de jf inf jf inf ff inf ff, inf meio independente, deve ser quase j1 já",Transcrito,-7.529083333333333,-34.96169444444445,-7.530222222222222,-34.961194444444445,,POINT (283540.939001768 9167276.45304429),POINT (283596.6966821695 9167150.725827873)
09:37:44,042621 09.37 MA rap,99.0,MA,rap ,Transcrito,-7.517166666666666,-34.967555555555556,-7.517222222222222,-34.96758333333334,,POINT (282888.03134648287 9168591.677087916),POINT (282884.9926253676 9168585.518170506)
‏‎12:59:48,042921 12.59 FA,377.0,FA,com j1 do lado ,Transcrito,-7.5285,-34.96219444444445,-7.5285,-34.96219444444445,,POINT (283485.45693218533 9167340.729068266),POINT (283485.45693218533 9167340.729068266)
11:26:50,042921 11.26 FA ,497.0,FA,Come co.fa depois vira j3 ,Transcrito,-7.527111111111111,-34.96330555555556,-7.527222222222222,-34.96338888888889,,POINT (283362.1169458544 9167493.806451825),POINT (283352.9733511313 9167481.474896487)
12:23:18,042921 12.23 FF rap,188.0,FF,só os prim 2 m ,Transcrito,-7.528111111111111,-34.962694444444445,-7.528222222222222,-34.96277777777778,,POINT (283430.0712836777 9167383.497140097),POINT (283420.9277034269 9167371.165596155)
09:37:14,042921 09.37 J1 sup rap,107.0,J1,mesmo ponto inicial,Transcrito,-7.521638888888889,-34.96286111111112,-7.521638888888889,-34.96286111111112,,POINT (283408.46065989806 9168099.321159333),POINT (283408.46065989806 9168099.321159333)
11:09:46,042921 11.09 J2 rap,151.0,J2,,Transcrito,-7.526805555555556,-34.96277777777778,-7.526888888888889,-34.96291666666667,,POINT (283420.2241918118 9167527.866196238),POINT (283404.93425652897 9167518.579687016)
‏‎11:42:44,042921 11.42 J2,455.0,J2,,Transcrito,-7.527777777777778,-34.96372222222222,-7.527888888888889,-34.96383333333333,,POINT (283316.4542283299 9167419.858395109),POINT (283304.24440443126 9167407.513050063)
08:31:36,042921  08.31 J3 ,545.0,J3,,Transcrito,-7.5205,-34.965472222222225,-7.5205,-34.965472222222225,,POINT (283119.66238538374 9168224.002377661),POINT (283119.66238538374 9168224.002377661)
10:52:28,042921 10.52 J3,681.0,J3,,Transcrito,-7.525416666666667,-34.96233333333333,-7.525416666666667,-34.962500000000006,,POINT (283468.5949668472 9167681.714398758),POINT (283450.197331654 9167681.631840158)
11:53:18,042921 11.53 J3,538.0,J3,"fezes, acho que é j3 femea",Transcrito,-7.527888888888889,-34.96383333333333,-7.527861111111111,-34.96380555555556,,POINT (283304.24440443126 9167407.513050063),POINT (283307.29685981723 9167410.59938677)
‏‎11:16:00,042921 11.16 J3 sup rap,86.0,J3,,Transcrito,-7.527027777777778,-34.96338888888889,-7.527027777777778,-34.96338888888889,,POINT (283352.87676555396 9167502.982829297),POINT (283352.87676555396 9167502.982829297)
‏‎12:36:14,042921 12.36 J3 ,298.0,J3,J3 n fa,Transcrito,-7.528222222222222,-34.962500000000006,-7.528333333333333,-34.962361111111115,,POINT (283451.59023517126 9167371.303259557),POINT (283466.9766703999 9167359.081843395)
‏‎09:06:50,042921 09.06 J3 ,455.0,J3,"macaiba, não dende, chuva",Transcrito,-7.5205,-34.96447222222223,-7.520472222222222,-34.96441666666667,,POINT (283230.0496062741 9168224.498058993),POINT (283236.1684347058 9168227.598152282)
‏‎10:31:22,042921 10.31 MA ,844.0,MA, ,Transcrito,-7.5248333333333335,-34.962694444444445,-7.525305555555556,-34.96227777777778,,POINT (283428.44384417275 9167746.059280097),POINT (283474.67236390675 9167694.03215524)
