Hora final,Nome,Duração (s),Categoria,Observação,STATUS,Coordenadas S,Coordenadas W,Coordenadas S.1,Coordenadas W.1,Identificação,Coordenadas Inicial,Coordenadas Final
11:23:28,032821 11.23 J3,474.0,J3,"msm audio q MA de cima J3 q está do lado MA o tempo todo, transcrito sem nenhum scan nem faz/recebe aproximacao, já q já tabelado com o MA ",Transcrito,-7.529555555555556,-34.96136111111112,-7.529555555555556,-34.96136111111112,,POINT (283577.96833351057 9167224.384670978),POINT (283577.96833351057 9167224.384670978)
11:27:24,032821 11.27 MA FF FA ,177.0,MA,"trenzinho de catação, fazendo grooming em FF, acho q ítalo filmou depois, tricky transcription to not duplicate focals, only considered begaviors that did not involve diad for others other than the MA",Transcrito,-7.529638888888889,-34.96125,-7.529638888888889,-34.96125,,POINT (283590.2746612866 9167215.222033435),POINT (283590.2746612866 9167215.222033435)
11:36:08,032821 11.36 FF,186.0,FF,,Transcrito,-7.529638888888889,-34.96125,-7.5297777777777775,-34.961222222222226,,POINT (283590.2746612866 9167215.222033435),POINT (283593.4098389238 9167199.873001052)
11:43:14,032821 11.43 J1,288.0,J1,pendurado de cabeça pra baixo,Transcrito,-7.5297777777777775,-34.961222222222226,-7.5297777777777775,-34.961222222222226,,POINT (283593.4098389238 9167199.873001052),POINT (283593.4098389238 9167199.873001052)
11:54:34,032821 11.54 FA rap,55.0,FA,,Transcrito,,,,,,POINT EMPTY,POINT EMPTY
12:07:28,032821 12.07 MA,711.0,MA,,Transcrito,-7.529833333333333,-34.96113888888889,-7.530027777777778,-34.96091666666667,,POINT (283602.6361317398 9167193.769161372),POINT (283627.2625428735 9167172.371320194)
12:19:12,032821 12.19 FF,483.0,FF,"Perto de FG no começo, não MA",Transcrito,,,-7.530361111111111,-34.960861111111114,,POINT EMPTY,POINT (283633.5604463072 9167135.528142393)
11:08:32,033021 11.08 FA,114.0,FA,CANA PROVIDENCIADA,Transcrito,-7.526833333333333,-34.96175,-7.526833333333333,-34.96175,,POINT (283533.6896894746 9167525.302800823),POINT (283533.6896894746 9167525.302800823)
11:19:48,033021 11.19 FF,651.0,FF,,Transcrito,-7.526833333333333,-34.96175,-7.526027777777777,-34.96175,,POINT (283533.6896894746 9167525.302800823),POINT (283533.2899205643 9167614.4070065)
11:22:18,033021 11.22 FA,108.0,FA,,Transcrito,-7.526027777777777,-34.96175,-7.526027777777777,-34.96175,,POINT (283533.2899205643 9167614.4070065),POINT (283533.2899205643 9167614.4070065)
11:29:14,033021 11.29 J3,88.0,J3,,Transcrito,-7.526027777777777,-34.96175,-7.526027777777777,-34.96175,,POINT (283533.2899205643 9167614.4070065),POINT (283533.2899205643 9167614.4070065)
11:50:34,033021 11.50 FF-Inf,898.0,FF,"j3 fazendo SC dela; inf/j1desce dela e sobe mts vezes, carefull with transcription coding of indv",Transcrito,-7.52675,-34.96158333333334,-7.526694444444445,-34.9615,,POINT (283552.04590294685 9167534.603018679),POINT (283561.2171198922 9167540.789403493)
11:54:42,033021 11.54 Inf,141.0,INF,Inf e FA prob msm q anterior,Transcrito,-7.526694444444445,-34.9615,-7.526694444444445,-34.9615,,POINT (283561.2171198922 9167540.789403493),POINT (283561.2171198922 9167540.789403493)
12:03:14,033021 12.03 FF,229.0,FF,alto no visguiro,Transcrito,-7.526416666666667,-34.96163888888889,-7.526416666666667,-34.96163888888889,,POINT (283545.7479639584 9167571.446209345),POINT (283545.7479639584 9167571.446209345)
12:40:58,033021 12.40 J1,336.0,J1,"J1 quase inf, perto de MA",Transcrito,-7.526194444444444,-34.961444444444446,-7.526194444444444,-34.961444444444446,,POINT (283567.1015494394 9167596.122963225),POINT (283567.1015494394 9167596.122963225)
12:50:50,033021 12.50 MA,107.0,MA,perto de j3,Transcrito,-7.526138888888889,-34.96147222222223,-7.526138888888889,-34.96147222222223,,POINT (283564.0077186933 9167602.254325379),POINT (283564.0077186933 9167602.254325379)
12:54:08,033021 12.54 J3,160.0,J3,J3 peq ou j2 grande,Transcrito,-7.526138888888889,-34.96147222222223,-7.526138888888889,-34.96147222222223,,POINT (283564.0077186933 9167602.254325379),POINT (283564.0077186933 9167602.254325379)
13:09:52,033021 13.09 J3,394.0,J3,13m de erro no gps,Transcrito,-7.526027777777777,-34.96175,-7.526083333333333,-34.96186111111111,,POINT (283533.2899205643 9167614.4070065),POINT (283521.05242247006 9167608.206862304)
13:25:04,033021 13.25 J1 rap,60.0,J1,perto do pt 11,Transcrito,-7.526138888888889,-34.962500000000006,-7.526138888888889,-34.962500000000006,,POINT (283450.5558515232 9167601.745278198),POINT (283450.5558515232 9167601.745278198)
13:33:00,033021 13.33 MA rap,90.0,MA,9m de erro no gps,Transcrito,-7.526277777777778,-34.962611111111116,-7.526277777777778,-34.962611111111116,,POINT (283438.35973470565 9167586.32742843),POINT (283438.35973470565 9167586.32742843)
11:06:10,040121 11.06 J2,178.0,J2,,Transcrito,-7.520361111111111,-34.96141666666667,-7.520361111111111,-34.96141666666667,,POINT (283567.2746350919 9168241.373862222),POINT (283567.2746350919 9168241.373862222)
11:13:56,040121 11.13 FA,435.0,FA,a fa q parece meio calva,Transcrito,-7.520361111111111,-34.96141666666667,-7.520305555555556,-34.96138888888889,,POINT (283567.2746350919 9168241.373862222),POINT (283570.31339841906 9168247.532720678)
11:23:12,040121 11.23 J3,374.0,J3,2 J2 E 3 J3 a 5m no primeiro scan,Transcrito,-7.520361111111111,-34.96141666666667,-7.520361111111111,-34.96141666666667,,POINT (283567.2746350919 9168241.373862222),POINT (283567.2746350919 9168241.373862222)
11:26:38,040121 11.26 MA,145.0,MA,,Transcrito,-7.520361111111111,-34.96141666666667,-7.520361111111111,-34.96141666666667,,POINT (283567.2746350919 9168241.373862222),POINT (283567.2746350919 9168241.373862222)
11:29:44,040121 11.29 MA Coringa,152.0,MA,,Transcrito,-7.520361111111111,-34.96141666666667,-7.520361111111111,-34.96141666666667,Coringa,POINT (283567.2746350919 9168241.373862222),POINT (283567.2746350919 9168241.373862222)
11:48:48,040121 11.48 J3,652.0,J3,,Transcrito,-7.520416666666667,-34.96125,-7.520416666666667,-34.96125,,POINT (283585.70001338876 9168235.311206644),POINT (283585.70001338876 9168235.311206644)
12:06:10,040121 12.06 J3,201.0,J3,,Transcrito,-7.520583333333334,-34.961194444444445,-7.520583333333334,-34.961194444444445,,POINT (283591.91524710925 9168216.903348986),POINT (283591.91524710925 9168216.903348986)
13:01:02,040121 13.01 MA,138.0,MA,,Transcrito,-7.5209166666666665,-34.96180555555556,-7.520861111111111,-34.96183333333334,,POINT (283524.62184117426 9168179.730267074),POINT (283521.52798678493 9168185.861636102)
15:14:46,040121 15.14 J3,292.0,J3,CANA PROVISIONADA; j2 grande ou j3 peq,Transcrito,-7.52825,-34.96208333333334,-7.5280555555555555,-34.96208333333334,,POINT (283497.5978142753 9167368.437158423),POINT (283497.50127993966 9167389.945075791)
15:24:50,040121 15.24 FF,118.0,FF, ,Transcrito,-7.528638888888889,-34.96188888888889,-7.528638888888889,-34.96188888888889,,POINT (283519.2546339216 9167325.517660655),POINT (283519.2546339216 9167325.517660655)
15:34:04,040121 15.34 J3,88.0,J3,entre 2 e 3,Transcrito,-7.528583333333334,-34.96183333333334,-7.528583333333334,-34.96183333333334,,POINT (283525.3595522421 9167331.690302359),POINT (283525.3595522421 9167331.690302359)
10:02:18,040321 10.02 FA ,80.0,FA,12 m de erro ,Transcrito,-7.520444444444444,-34.96311111111111,-7.520444444444444,-34.96311111111111,,POINT (283380.27120820957 9168231.317451254),POINT (283380.27120820957 9168231.317451254)
10:17:28,040321 10.17 FF,775.0,FF,"gps inicial tirado no meio, mas com mt erro. Filhote bem pequeno",Transcrito,-7.520361111111111,-34.962694444444445,-7.520277777777777,-34.962833333333336,,POINT (283426.2244916633 9168240.741444996),POINT (283410.8516031472 9168249.89035912)
10:26:12,040321 10.26 J1,104.0,J1,começa no msm gps de antes,Transcrito,-7.520277777777777,-34.962833333333336,-7.520083333333333,-34.962944444444446,,POINT (283410.8516031472 9168249.89035912),POINT (283398.48988992855 9168271.343264766)
10:33:24,040321 10.33 FA,149.0,FA,,Transcrito,-7.520083333333333,-34.962944444444446,-7.520083333333333,-34.962944444444446,,POINT (283398.48988992855 9168271.343264766),POINT (283398.48988992855 9168271.343264766)
10:44:44,040321 10.44 J1,592.0,J1,,Transcrito,-7.520083333333333,-34.962944444444446,-7.520083333333333,-34.96297222222223,,POINT (283398.48988992855 9168271.343264766),POINT (283395.4235788986 9168271.329510724)
10:59:22,040321 10.59 FF,330.0,FF,"Filhote grande,talvez j1 já",Transcrito,-7.520083333333333,-34.96297222222223,-7.5200555555555555,-34.962250000000004,,POINT (283395.4235788986 9168271.329510724),POINT (283475.13387250225 9168274.759611368)
11:05:48,040321 11.05 MA,82.0,MA,,Transcrito,-7.519888888888889,-34.96219444444445,-7.519888888888889,-34.96219444444445,,POINT (283481.18383334525 9168293.222461898),POINT (283481.18383334525 9168293.222461898)
11:14:24,040321 11.14 FF,379.0,FF,"na borda. Não sei se rejeicao a cuidado de alimentacao realmenteé rejeicao, é mais uma ignorada. Em observação mesmo quando filhote não estava nela, considero ela ff. Mas nos scans usei o filhote de referencia, quando não estava em sendo carregado, contando ela como uma FA",Transcrito,-7.519777777777778,-34.962138888888894,-7.519777777777778,-34.962138888888894,,POINT (283487.26135190425 9168305.540192962),POINT (283487.26135190425 9168305.540192962)
11:20:12,040321 11.20 J3,307.0,J3,,Transcrito,-7.519777777777778,-34.96208333333334,-7.519777777777778,-34.96208333333334,,POINT (283493.39397524146 9168305.567688059),POINT (283493.39397524146 9168305.567688059)
11:25:56,040321 11.25 FF,304.0,FF,    ,Transcrito,-7.519777777777778,-34.96208333333334,-7.519972222222222,-34.96172222222223,,POINT (283493.39397524146 9168305.567688059),POINT (283533.35243308847 9168284.238481473)
11:33:50,040321 11.33 MA,143.0,MA,"gps inicial acho q estava errado no audo, diz 13.1  41.7",Transcrito,-7.520527777777778,-34.96169444444445,-7.520527777777778,-34.96169444444445,,POINT (283536.6942123844 9168222.801067445),POINT (283536.6942123844 9168222.801067445)
11:46:40,040321 11.46 J3,695.0,J3,,Transcrito,-7.520444444444444,-34.96175,-7.520527777777778,-34.96152777777778,,POINT (283530.52027806593 9168231.991249379),POINT (283555.0920453914 9168222.883539714)
11:52:04,040321 11.52 MA,175.0,MA,come pecíolo de paquevira. Gps 14m de erro,Transcrito,-7.520638888888889,-34.96147222222223,-7.520638888888889,-34.96147222222223,,POINT (283561.2797461154 9168210.620798513),POINT (283561.2797461154 9168210.620798513)
12:00:28,040321 12.00 FF,114.0,FF,filhote pequeno,Transcrito,-7.520861111111111,-34.96127777777778,-7.520861111111111,-34.96127777777778,,POINT (283582.85404792684 9168186.136547763),POINT (283582.85404792684 9168186.136547763)
12:05:16,040321 12.05 J2,206.0,J2,"j2, nao j1 como diz no começo",Transcrito,-7.52075,-34.961222222222226,-7.52075,-34.961222222222226,,POINT (283588.93156825134 9168198.45426336),POINT (283588.93156825134 9168198.45426336)
12:13:12,040321 12.13 J3,126.0,J3,,Transcrito,-7.520944444444444,-34.961194444444445,-7.520944444444444,-34.961194444444445,,POINT (283592.094268862 9168176.960106358),POINT (283592.094268862 9168176.960106358)
12:24:12,040321 12.24 FF,183.0,FF,,Transcrito,-7.521722222222222,-34.96161111111111,-7.521861111111111,-34.96180555555556,,POINT (283546.4854323176 9168090.722314162),POINT (283525.0902367998 9168075.263285091)
12:28:30,040321 12.28 J1,179.0,J1,,Transcrito,-7.521972222222222,-34.96177777777778,-7.521972222222222,-34.96177777777778,,POINT (283528.21164167335 9168062.986800883),POINT (283528.21164167335 9168062.986800883)
12:37:14,040321 12.37 FF,288.0,FF,"chuva, ela na borda",Transcrito,,,-7.522805555555555,-34.96233333333333,,POINT EMPTY,POINT (283467.29917538614 9167970.534998532)
12:40:44,040321 12.40 FF,147.0,FF,prob msm q antes; chuva,Transcrito,-7.522888888888889,-34.96244444444445,-7.523,-34.962583333333335,,POINT (283455.075362426 9167961.26230006),POINT (283439.7990485374 9167948.903280888)
12:43:20,040321 12.43 J3,65.0,J3,,Transcrito,-7.523,-34.962583333333335,-7.523,-34.962583333333335,,POINT (283439.7990485374 9167948.903280888),POINT (283439.7990485374 9167948.903280888)
10:33:14,040421 10.33 MA Barba Branca,198.0,MA,cana provisionada,Transcrito,-7.517972222222222,-34.966944444444444,-7.517972222222222,-34.966944444444444,Barba Branca,POINT (282955.8911691607 9168502.875781424),POINT (282955.8911691607 9168502.875781424)
10:38:30,040421 10.38 SAD,58.0,SUB,ameaçando alguém; parei pq vi FF,Transcrito,-7.517972222222222,-34.966944444444444,-7.517972222222222,-34.966944444444444,,POINT (282955.8911691607 9168502.875781424),POINT (282955.8911691607 9168502.875781424)
10:44:42,040421 10.44 FF ,242.0,FF,Banana provisionada; filhote pequeno,Transcrito,-7.517972222222222,-34.966944444444444,-7.518027777777777,-34.96716666666667,,POINT (282955.8911691607 9168502.875781424),POINT (282931.3881193625 9168496.620414289)
10:53:24,040421 10.53 FG,269.0,FG,Vulva inchada,Transcrito,-7.518111111111111,-34.96691666666667,-7.518111111111111,-34.96691666666667,,POINT (282959.0265330792 9168487.526724469),POINT (282959.0265330792 9168487.526724469)
12:16:54,040421 12.16 FF,206.0,FF,,Transcrito,-7.518138888888889,-34.96638888888889,-7.518138888888889,-34.96638888888889,,POINT (283017.3006341364 9168484.715910895),POINT (283017.3006341364 9168484.715910895)
12:18:52,040421 12.18 FF,64.0,FF,,Transcrito,-7.518138888888889,-34.96638888888889,-7.518138888888889,-34.96638888888889,,POINT (283017.3006341364 9168484.715910895),POINT (283017.3006341364 9168484.715910895)
12:20:50,040421 12.20 J1,101.0,J1,,Transcrito,-7.518138888888889,-34.96638888888889,-7.518138888888889,-34.96638888888889,,POINT (283017.3006341364 9168484.715910895),POINT (283017.3006341364 9168484.715910895)
12:22:02,040421 12.22 MA,40.0,MA,parei pra gravar ff,Transcrito,-7.518138888888889,-34.96638888888889,-7.518138888888889,-34.96638888888889,,POINT (283017.3006341364 9168484.715910895),POINT (283017.3006341364 9168484.715910895)
12:24:30,040421 12.24 FF,114.0,FF,,Transcrito,-7.518138888888889,-34.96638888888889,-7.518305555555555,-34.96636111111111,,POINT (283017.3006341364 9168484.715910895),POINT (283020.4497806168 9168466.294289153)
12:35:14,040421 12.35 J1,557.0,J1,,Transcrito,-7.518305555555555,-34.96636111111111,-7.518416666666667,-34.96633333333334,,POINT (283020.4497806168 9168466.294289153),POINT (283023.57132088253 9168454.017799743)
12:44:02,040421 12.44 FA,261.0,FA,,Transcrito,-7.518361111111111,-34.96625,-7.518361111111111,-34.96625,,POINT (283032.7427027181 9168460.204254864),POINT (283032.7427027181 9168460.204254864)
12:58:06,040421 12.58 FF,232.0,FF,,Transcrito,-7.518361111111111,-34.96625,-7.518611111111111,-34.96622222222223,,POINT (283032.7427027181 9168460.204254864),POINT (283035.9332507685 9168432.564936345)
13:08:28,040421 13.08 J1,372.0,J1,,Transcrito,-7.518722222222222,-34.96619444444445,-7.518722222222222,-34.96619444444445,,POINT (283039.0547869619 9168420.28844735),POINT (283039.0547869619 9168420.28844735)
14:12:16,040421 14.12 FF,226.0,FF,filhote parece quase j1,Transcrito,-7.520388888888889,-34.96483333333334,-7.520388888888889,-34.96483333333334,,POINT (283190.1323780101 9168236.609346466),POINT (283190.1323780101 9168236.609346466)
14:17:14,040421 14.17 FA,94.0,FA,,Transcrito,-7.520277777777777,-34.96488888888889,-7.520277777777777,-34.96488888888889,,POINT (283183.9445690204 9168248.872065268),POINT (283183.9445690204 9168248.872065268)
08:11:10,040621 08.11 FF,715.0,FF,Cana prov,Transcrito,,,-7.521166666666667,-34.96366666666667,,POINT EMPTY,POINT (283319.3035207652 9168151.155696828)
08:16:18,040621 08.16 J1,78.0,J1,,Transcrito,-7.521166666666667,-34.96366666666667,-7.521166666666667,-34.96366666666667,,POINT (283319.3035207652 9168151.155696828),POINT (283319.3035207652 9168151.155696828)
08:24:40,040621 08.24 J1,341.0,J1,,Transcrito,-7.52125,-34.96366666666667,-7.52125,-34.96366666666667,,POINT (283319.3448880872 9168141.938012037),POINT (283319.3448880872 9168141.938012037)
08:29:18,040621 08.29 FA,177.0,FA,,Transcrito,-7.52125,-34.96366666666667,-7.52125,-34.96366666666667,,POINT (283319.3448880872 9168141.938012037),POINT (283319.3448880872 9168141.938012037)
08:52:24,040621 08.52 J3,1253.0,J3,,Transcrito,-7.52125,-34.96366666666667,-7.521361111111111,-34.96347222222222,,POINT (283319.3448880872 9168141.938012037),POINT (283340.8641671348 9168129.744089918)
08:59:00,040621 08.59 FF,361.0,FF,2 J3 a 5m no primeiro scan,Transcrito,-7.520972222222222,-34.96358333333334,-7.520972222222222,-34.96358333333334,,POINT (283328.4059166815 9168172.704908818),POINT (283328.4059166815 9168172.704908818)
09:41:12,040621 09.41 MA,150.0,MA,,Transcrito,-7.520972222222222,-34.96358333333334,-7.520972222222222,-34.96358333333334,,POINT (283328.4059166815 9168172.704908818),POINT (283328.4059166815 9168172.704908818)
09:48:06,040621 09.48 FF,330.0,FF,"filhote bem pequeno, bem atras quase na cintura",Transcrito,-7.520972222222222,-34.96358333333334,-7.520472222222222,-34.96208333333334,,POINT (283328.4059166815 9168172.704908818),POINT (283493.73837508296 9168228.753722213)
09:55:02,040621 09.55 MA,157.0,MA,,Transcrito,-7.520444444444444,-34.96208333333334,-7.520444444444444,-34.96208333333334,,POINT (283493.724598482 9168231.826280888),POINT (283493.724598482 9168231.826280888)
09:59:30,040621 09.59 FF,195.0,FF,,Transcrito,-7.520444444444444,-34.96208333333334,-7.520611111111111,-34.96197222222222,,POINT (283493.724598482 9168231.826280888),POINT (283506.0724814772 9168213.445922595)
10:05:32,040621 10.05 J2,205.0,J2,,Transcrito,,,-7.5205,-34.96197222222222,,POINT EMPTY,POINT (283506.0173774916 9168225.73615655)
10:09:38,040621 10.09 SAD,198.0,SUB,,Transcrito,-7.520611111111111,-34.962,-7.520611111111111,-34.962,,POINT (283503.006175894 9168213.432174435),POINT (283503.006175894 9168213.432174435)
10:50:12,040621 10.50 FF,541.0,FF,"na borda, uma hora filhote tenta subir em outra ff, acho que foi filmado",Transcrito,-7.522083333333334,-34.962,-7.522083333333334,-34.962,,POINT (283503.73639050167 9168050.58656674),POINT (283503.73639050167 9168050.58656674)
11:07:46,040621 11.07 MA,142.0,MA,,Transcrito,-7.523666666666666,-34.96238888888889,-7.5239722222222225,-34.96241666666667,,POINT (283461.59389194124 9167875.258142645),POINT (283458.679242892 9167841.446229566)
11:21:20,040621 11.21 FF,58.0,FF,borda,Transcrito,-7.5239722222222225,-34.96241666666667,-7.5239722222222225,-34.96241666666667,,POINT (283458.679242892 9167841.446229566),POINT (283458.679242892 9167841.446229566)
11:24:24,040621 11.24 FF,155.0,FF,filhote beem peq. Loc bastante,Transcrito,-7.524111111111111,-34.962500000000006,-7.524111111111111,-34.962500000000006,,POINT (283449.5493248807 9167826.042157823),POINT (283449.5493248807 9167826.042157823)
11:27:00,040621 11.27 FG,70.0,FG,,Transcrito,-7.524111111111111,-34.962500000000006,-7.524111111111111,-34.962500000000006,,POINT (283449.5493248807 9167826.042157823),POINT (283449.5493248807 9167826.042157823)
12:37:50,040621 12.37 MA evento de agressão,38.0,MA,Cana provisionada,Transcrito,-7.5279444444444445,-34.96366666666667,-7.5279444444444445,-34.96366666666667,,POINT (283322.6695521291 9167401.450566532),POINT (283322.6695521291 9167401.450566532)
12:40:34,040621 12.40 FF,115.0,FF,,Transcrito,-7.5279444444444445,-34.96366666666667,-7.5279444444444445,-34.96366666666667,,POINT (283322.6695521291 9167401.450566532),POINT (283322.6695521291 9167401.450566532)
12:53:26,040621 12.53 SAD - briga no fim,535.0,SUB,,Transcrito,-7.527972222222222,-34.96361111111111,-7.527972222222222,-34.96361111111111,,POINT (283328.8158669812 9167398.405549945),POINT (283328.8158669812 9167398.405549945)
12:53:26,040621 12.53 SAD - briga no fim,,,"Agressão contra J3 FG, um ameaçando é FF e coringa; acho q paula filmou ",Transcrito,-7.527972222222222,-34.96361111111111,-7.527972222222222,-34.96361111111111,,POINT (283328.8158669812 9167398.405549945),POINT (283328.8158669812 9167398.405549945)
12:59:02,040621 12.59 MA,113.0,MA,"MA faz ameaça pra J3, parei pra proc. FF mas não achei...",Transcrito,-7.527972222222222,-34.96361111111111,-7.527972222222222,-34.96361111111111,,POINT (283328.8158669812 9167398.405549945),POINT (283328.8158669812 9167398.405549945)
13:06:50,040621 13.06 FG,447.0,FG,Dúvidas de se scrounge é depois de cada pegada...,Transcrito,-7.527972222222222,-34.96361111111111,-7.527972222222222,-34.96361111111111,,POINT (283328.8158669812 9167398.405549945),POINT (283328.8158669812 9167398.405549945)
13:17:14,040621 13.17 FF,582.0,FF,filhote beem peq. Loc bastante,Transcrito,-7.527972222222222,-34.96361111111111,-7.52825,-34.963055555555556,,POINT (283328.8158669812 9167398.405549945),POINT (283390.2789643471 9167367.955351861)
13:22:04,040621 13.22 MA,73.0,MA,,Transcrito,-7.528138888888889,-34.96336111111111,-7.528138888888889,-34.96336111111111,,POINT (283356.49497163587 9167380.094125202),POINT (283356.49497163587 9167380.094125202)
14:02:26,040621 14.02 FA,290.0,FA,"cara branca, começo na borda, prox a trilha 2",Transcrito,,,-7.529833333333333,-34.96113888888889,,POINT EMPTY,POINT (283602.6361317398 9167193.769161372)
14:36:38,040621 14.36 FF-FF-JF,2014.0,FF,parte é JF,Transcrito,-7.529833333333333,-34.96113888888889,-7.530722222222222,-34.96022222222223,,POINT (283602.6361317398 9167193.769161372),POINT (283704.26300108 9167095.90128125)
,,,JF,"complicado transcrever, inf troca mt",Transcrito,,,,,,POINT EMPTY,POINT EMPTY
, ,,,,Transcrito,,,,,,POINT EMPTY,POINT EMPTY
10:01:46,040721 10.01 MA,244.0,MA,,Transcrito,,,-7.524472222222222,-34.96347222222222,,POINT EMPTY,POINT (283342.40874276636 9167785.617206436)
10:16:44,040721 10.16 FF-FF,416.0,FF,,Transcrito,-7.524777777777778,-34.96355555555556,-7.52475,-34.96333333333334,,POINT (283333.361639461 9167751.77772906),POINT (283357.8780771139 9167754.960417263)
10:16:44,040721 10.16 FF-FF,,FF,,Transcrito,,,-7.52475,-34.96333333333334,,POINT EMPTY,POINT (283357.8780771139 9167754.960417263)
10:44:36,040721 10.44 MA,86.0,MA,"Evento de agressão q aconteceu perto, mas ele não envolvido",Transcrito,-7.526777777777777,-34.9615,-7.526777777777777,-34.9615,,POINT (283561.2584716858 9167531.57172827),POINT (283561.2584716858 9167531.57172827)
12:08:54,040821 12.08 FF,416.0,FF,,Transcrito,-7.52675,-34.962944444444446,-7.526916666666667,-34.96175,,POINT (283401.7990221795 9167533.928725999),POINT (283533.73104730784 9167516.08512421)
12:19:26,040821 12.19 FA,63.0,FA,agressão acontece perto,Transcrito,-7.527361111111111,-34.962,-7.527361111111111,-34.962,,POINT (283506.3553092199 9167466.800346844),POINT (283506.3553092199 9167466.800346844)
12:23:24,040821 12.23 MA,205.0,MA,faz ameaça a SAD com outro ma,Transcrito,-7.527361111111111,-34.962,-7.5273055555555555,-34.96197222222222,,POINT (283506.3553092199 9167466.800346844),POINT (283509.39399060636 9167472.959225707)
12:31:44,040821 12.31 J2,422.0,J2,"J2 nao j3 como no com, J2 VELHO OU J3 NOVO; 12.24 FEZES",Transcrito,-7.5273055555555555,-34.96197222222222,-7.5273055555555555,-34.96208333333334,,POINT (283509.39399060636 9167472.959225707),POINT (283497.1289564456 9167472.904184073)
13:27:18,040821 13.27 J1,300.0,J1,,Transcrito,-7.528638888888889,-34.96188888888889,-7.528833333333333,-34.96202777777778,,POINT (283519.2546339216 9167325.517660655),POINT (283504.0199278231 9167303.940931968)
13:32:50,040821 13.32 SAD,219.0,SUB,acho q tem fezes,Transcrito,-7.528833333333333,-34.96202777777778,-7.528944444444444,-34.96194444444445,,POINT (283504.0199278231 9167303.940931968),POINT (283513.2738348732 9167291.69198263)
13:49:44,040821 13.49 FA,177.0,FA,,Transcrito,-7.529527777777778,-34.96183333333334,-7.5296111111111115,-34.96169444444445,,POINT (283525.8284293564 9167227.223286524),POINT (283541.20101284026 9167218.074421821)
13:58:32,040821 13.58 JF,442.0,JF,JF não ff como eu disse. ingere água não cupim no começo GPS inicial msm do final de anterior,Transcrito,-7.5296111111111115,-34.96169444444445,-7.530027777777778,-34.961555555555556,,POINT (283541.20101284026 9167218.074421821),POINT (283556.7390698429 9167172.05484698)
14:04:42,040821 14.04 FA,250.0,FA,FA não j3,Transcrito,-7.530027777777778,-34.961555555555556,-7.53025,-34.96152777777778,,POINT (283556.7390698429 9167172.05484698),POINT (283559.9156309407 9167147.488137813)
14:11:44,040821 14.11 FF,168.0,FF,,Transcrito,,,-7.530555555555556,-34.96177777777778,,POINT EMPTY,POINT (283532.4712149543 9167113.566117616)
14:46:54,040821 14.46 MA,604.0, ,"ítalo tirando foto pra ID, gps inical 073157.4s 0345738.1w",Transcrito,-7.532611111111111,-34.96058333333334,-7.5320833333333335,-34.96041666666667,,POINT (283665.33946932416 9166886.788563268),POINT (283683.474836171 9166945.249704283)
14:58:20,040821 14.58 J3,380.0,J3,,Transcrito,-7.532,-34.96052777777778,-7.531833333333333,-34.96027777777778,,POINT (283671.1685874739 9166954.412344253),POINT (283698.68188215775 9166972.971501745)
15:26:22,040821 15.25 MA FF inf,97.0,MA,F no começo é FF,Transcrito,,,-7.531416666666667,-34.96011111111111,,POINT EMPTY,POINT (283716.8724767029 9167019.14238336)
15:26:22,040821 15.25 MA FF inf,1451.0,FF,"Ito tem filmou depois dos 14min; transcrito parcialmente, bom ver video pra corroborar. ",Transcrito,,,-7.531416666666667,-34.96011111111111,,POINT EMPTY,POINT (283716.8724767029 9167019.14238336)
‏‎08:33:52,041221 08.33 J1,681.0,J1,j2 pequeno ou j1 grande,Transcrito,-7.52025,-34.96469444444445,-7.520222222222222,-34.96477777777778,,POINT (283205.39496493246 9168252.04099941),POINT (283196.1822306949 9168255.072262412)
‏‎09:06:20,041221 09.06 Inf ff_fa e ma,1693.0,FF,macho fica oferecendo costa pra fa e inf e grunindo não sei se solicitando catacao ou q o inf subisse nele. Paula Filmou 19m22s dentro do audio o ma fazendo catacao na fa. Ma barbeludo,Transcrito,-7.52025,-34.96486111111111,-7.520166666666666,-34.96491666666667,,POINT (283186.9970863142 9168251.958396731),POINT (283180.82307147863 9168261.148552068)
,041221 09.06 Inf ff_fa e ma,, , ,Transcrito,,,,,,POINT EMPTY,POINT EMPTY
,041221 09.06 Inf ff_fa e ma,,ma,,Transcrito,,,,,,POINT EMPTY,POINT EMPTY
08:36:36,041221 08.36 MA ameaça outro,64.0,MA,MA ameaça outro,Transcrito,-7.520222222222222,-34.96477777777778,-7.520222222222222,-34.96477777777778,,POINT (283196.1822306949 9168255.072262412),POINT (283196.1822306949 9168255.072262412)
‏‎09:19:44,041221 09.19 J2,496.0,J2,"j2 grande ou j3 pequeno, pouco pelo na orelha",Transcrito,-7.520138888888889,-34.96494444444445,-7.520083333333333,-34.96505555555556,,POINT (283177.74296134524 9168264.207347782),POINT (283165.4501104654 9168270.297401773)
10:00:30,041221 10.00 SAD,738.0,SUB,,Transcrito,-7.520305555555556,-34.965250000000005,-7.520638888888889,-34.96566666666667,,POINT (283144.09629302775 9168245.62050121),POINT (283098.2672061435 9168208.543140355)
10:16:34,041221 10.16 J3,745.0,J3,,Transcrito,-7.520694444444445,-34.96577777777778,-7.520527777777778,-34.96608333333334,,POINT (283086.02956387436 9168202.342911983),POINT (283052.21730137296 9168220.626771033)
